"data","n","p","method","seconds","lambda0","num_nonzeros","which_nonzeros","nll_train","nll_test","auc_train","auc_test","brier_train","brier_test","med_abs","max_abs"
"sim_1000_100_0_3_3_data.csv",1000,100,"FasterRisk-CV",209.601986169815,85,85,"1_2_3_5_6_7_8_10_11_12_13_14_15_16_17_18_20_21_22_24_25_26_27_28_29_31_32_33_34_35_37_38_41_42_43_44_45_47_48_49_50_51_54_55_56_57_58_59_60_61_62_63_64_65_66_67_68_69_70_71_72_73_74_75_76_77_78_79_80_81_82_83_84_85_86_87_88_89_91_92_93_95_96_97_98",423.617032650757,566.274846080318,0.885122161954591,0.813225740600646,0.137684373271246,0.181116551001166,2,9
"sim_1000_100_0_3_4_data.csv",1000,100,"FasterRisk-CV",192.072905063629,85,84,"1_2_3_7_8_9_10_11_12_14_15_16_17_18_19_20_21_23_24_25_26_28_29_31_34_35_36_37_38_39_41_42_44_45_47_48_49_51_52_53_54_55_56_57_58_59_60_62_63_64_65_66_67_68_69_70_71_72_73_74_75_76_77_78_79_81_82_83_84_85_86_87_88_89_90_91_92_93_95_96_97_98_99_100",452.517823067229,556.949598020771,0.867362002952579,0.802315533436815,0.148333994405039,0.186574466243778,2,10
"sim_1000_100_0_3_5_data.csv",1000,100,"FasterRisk-CV",160.439637899399,60,60,"2_4_5_6_7_9_10_12_13_14_20_23_25_27_28_29_30_31_33_34_35_38_42_43_45_46_47_51_52_53_56_57_58_59_61_63_65_66_67_69_70_72_73_74_75_76_79_81_82_84_87_88_89_92_93_94_95_96_97_98",416.483092986458,552.354428682161,0.889299166236376,0.819188021304392,0.134970168277504,0.178525810733639,3,10
"sim_1000_100_0_3_6_data.csv",1000,100,"FasterRisk-CV",144.699300050735,65,65,"1_2_4_5_6_7_10_11_13_14_15_17_19_20_21_23_24_26_28_29_30_31_32_33_36_39_40_41_42_46_47_48_51_52_53_54_55_57_60_61_63_64_65_66_67_73_75_76_77_78_79_80_83_85_88_89_90_91_92_93_94_95_96_97_98",456.517154868963,569.076145646454,0.864301315284178,0.797571044546851,0.150430603081009,0.189172518182644,3,10
"sim_1000_100_0_3_7_data.csv",1000,100,"FasterRisk-CV",181.074575901031,80,80,"1_2_4_5_7_8_9_11_12_13_14_15_16_17_18_19_20_21_23_24_25_26_27_28_29_30_31_33_34_35_36_37_39_40_41_42_43_44_46_50_52_53_54_55_57_58_60_61_62_63_65_66_67_68_69_70_71_73_74_75_76_77_78_79_80_81_82_83_84_85_88_89_90_91_92_93_97_98_99_100",460.212850727337,569.26979370754,0.863323274205943,0.794773506616144,0.150565315989299,0.188286345553221,2,10
"sim_1000_100_0_3_8_data.csv",1000,100,"FasterRisk-CV",227.317965984344,85,85,"1_2_3_4_5_6_7_8_10_11_12_14_15_16_17_19_20_21_22_23_24_25_26_27_29_30_31_33_34_35_36_38_39_41_42_44_45_46_47_48_49_50_52_53_54_55_56_57_58_59_60_61_63_64_65_66_67_68_69_70_71_72_73_74_75_76_77_78_79_80_82_83_84_85_86_88_91_92_93_94_95_96_97_98_99",397.027924977124,587.401240438331,0.899003900390039,0.811756892992591,0.12874727821318,0.186567149080634,3,10
"sim_1000_100_0_3_9_data.csv",1000,100,"FasterRisk-CV",183.511179924011,70,70,"2_3_4_5_6_7_10_11_14_16_17_18_19_20_22_23_24_25_26_27_29_30_32_33_34_35_36_37_38_39_40_42_43_46_47_48_49_50_52_53_55_56_57_58_59_60_61_62_64_65_66_67_68_69_70_71_72_73_78_79_80_82_83_85_87_88_89_92_96_98",410.60309414248,609.907598026975,0.893885618940537,0.787064055301384,0.131879883971631,0.199722476142198,3,10
"sim_1000_100_0.5_1_1_data.csv",1000,100,"FasterRisk-CV",45.8848299980164,35,35,"3_4_6_11_13_14_17_18_19_23_24_27_30_31_32_33_35_37_39_40_42_43_44_45_46_47_48_49_51_52_54_56_60_69_78",540.184135673894,618.22966614705,0.801160876305385,0.737205720572057,0.181425254066961,0.212298500674575,0,9
"sim_1000_100_0.5_1_10_data.csv",1000,100,"FasterRisk-CV",23.3942561149597,25,25,"1_2_3_5_12_16_19_20_23_26_27_29_32_33_36_37_38_41_42_44_45_49_64_91_95",569.649984788609,642.236700785696,0.772051322059124,0.707591473293039,0.194302022304439,0.223234165357724,0,10
"sim_1000_100_0.5_1_2_data.csv",1000,100,"FasterRisk-CV",186.103006124496,100,80,"1_2_3_4_7_9_10_12_13_14_15_16_17_18_19_21_22_23_24_25_26_27_28_29_30_31_32_33_35_36_37_38_40_41_43_44_45_46_48_51_52_53_54_55_56_57_58_59_60_61_63_64_65_67_68_69_70_71_72_73_74_75_76_79_80_81_82_83_84_85_86_89_91_92_93_94_96_97_99_100",536.24585011679,662.614604343943,0.801065908188277,0.713311331133113,0.181409769421772,0.225475986417875,1,10
"sim_1000_100_0.5_1_3_data.csv",1000,100,"FasterRisk-CV",14.1802248954773,20,20,"5_10_11_14_15_16_17_19_26_35_36_37_41_43_44_45_47_50_55_71",600.489441737005,601.989176417798,0.734755804835896,0.738137167008197,0.207723951882339,0.207249159840213,0,8
"sim_1000_100_0.5_1_4_data.csv",1000,100,"FasterRisk-CV",32.1680181026459,30,30,"1_2_3_4_5_6_8_12_17_19_21_23_24_26_28_32_33_34_35_37_39_40_41_45_47_50_55_72_76_100",589.697530391835,628.824698312664,0.75344611654176,0.705532,0.201726538548111,0.219522351523932,0,9
"sim_1000_100_0.5_1_5_data.csv",1000,100,"FasterRisk-CV",33.1946589946747,30,30,"3_6_8_9_12_14_15_16_18_19_22_23_24_26_27_30_31_34_36_37_39_40_42_43_44_46_68_79_89_96",559.907141827636,621.619977085116,0.781454471101418,0.721643812595281,0.189830914066061,0.214769211546349,0,9
"sim_1000_100_0.5_1_6_data.csv",1000,100,"FasterRisk-CV",74.3021709918976,45,45,"1_2_3_6_8_9_10_12_14_15_17_18_20_21_23_24_28_29_30_32_33_34_35_37_38_39_40_41_42_43_44_45_47_48_49_52_61_63_64_72_77_78_79_93_97",540.987926792094,630.57874038645,0.798791516606643,0.716198048167606,0.18279206548079,0.219152579028483,0,10
"sim_1000_100_0.5_1_7_data.csv",1000,100,"FasterRisk-CV",91.3963630199432,50,50,"1_2_3_4_6_7_10_11_12_14_15_16_17_19_20_21_22_23_24_27_29_30_31_32_33_34_37_38_40_41_44_45_47_48_51_53_54_55_57_59_62_63_64_65_68_69_74_78_88_99",538.590536879329,650.756300220591,0.801756200003206,0.706613941319979,0.181425902899978,0.22590309101948,0.5,10
"sim_1000_100_0.5_1_8_data.csv",1000,100,"FasterRisk-CV",33.5072531700134,30,30,"1_2_8_9_11_13_14_15_16_21_22_23_25_26_27_31_33_35_37_39_41_44_47_52_62_71_72_86_88_91",547.155960420258,623.407599322537,0.79722902265745,0.724294871794872,0.183968223032686,0.215385977218196,0,10
