"data","n","p","method","seconds","lambda0","num_nonzeros","which_nonzeros","auc_train","auc_test","brier_train","brier_test","med_abs","max_abs"
"sim_500_10_0_1_1_data.csv",500,10,"AnnealScore",0.861765146255493,0,10,"1_2_3_4_5_6_7_8_9_10",0.826576432099557,0.844836437727615,0.169773421683986,0.160108519771647,6,10
"sim_500_10_0_1_1_data.csv",500,10,"riskcd",0.0355160236358643,0,10,"1_2_3_4_5_6_7_8_9_10",0.823810058374495,0.840376377725369,0.170696748605709,0.162696389483687,6,9
"sim_500_10_0_1_1_data.csv",500,10,"FasterRisk",17.9806370735168,NA,10,"1_2_3_4_5_6_7_8_9_10",0.826576432099557,0.844836437727615,0.169947308726134,0.159826423224529,6,10
"sim_500_10_0_1_1_data.csv",500,10,"Lasso",0.0934238433837891,0.00278628280138368,8,"2_3_4_5_6_7_8_9",0.827009429726089,0.847162728016556,0.169689892578196,0.159084502598922,0.541663587630568,1.03635113478064
"sim_500_10_0_1_1_data.csv",500,10,"Rounded Lasso",0.101218938827515,0.00278628280138368,8,"2_3_4_5_6_7_8_9",0.821348386682918,0.852352761868091,0.172399879521618,0.156348948450399,5,10
"sim_500_10_0_1_1_data.csv",500,10,"LR",0.00206398963928223,NA,10,"1_2_3_4_5_6_7_8_9_10",0.82683302328565,0.847258988304375,0.169741275157191,0.159179986212486,1.19488512476047,2.03214781195282
"sim_500_10_0_1_1_data.csv",500,10,"Rounded LR",0.0055539608001709,NA,10,"1_2_3_4_5_6_7_8_9_10",0.826576432099557,0.844836437727615,0.169773421683986,0.160108519771647,6,10
"sim_500_10_0_1_10_data.csv",500,10,"AnnealScore",0.8320472240448,0,9,"1_2_3_4_5_7_8_9_10",0.820014082027812,0.83656662665066,0.172715640259045,0.165847295340071,4,9
"sim_500_10_0_1_10_data.csv",500,10,"riskcd",0.035377025604248,0,9,"1_2_3_4_5_7_8_9_10",0.820014082027812,0.83656662665066,0.172715640259045,0.165847295340071,4,9
"sim_500_10_0_1_10_data.csv",500,10,"FasterRisk",18.0227148532867,NA,9,"1_2_3_4_5_7_8_9_10",0.820014082027812,0.83656662665066,0.172841505861324,0.166511350184595,4,9
"sim_500_10_0_1_10_data.csv",500,10,"Lasso",0.0915529727935791,0.00444448844934861,9,"1_2_3_4_5_7_8_9_10",0.81982205437583,0.837454981992797,0.172671583818627,0.165426960804012,0.329375341828263,1.37292649669515
"sim_500_10_0_1_10_data.csv",500,10,"Rounded Lasso",0.0974481105804443,0.00444448844934861,8,"1_2_3_4_5_8_9_10",0.814285257077019,0.833565426170468,0.175636339214212,0.1679150055086,2.5,10
"sim_500_10_0_1_10_data.csv",500,10,"LR",0.00170803070068359,NA,10,"1_2_3_4_5_6_7_8_9_10",0.819742042854171,0.836806722689075,0.17263963483223,0.165755063271306,0.865255631240807,2.1715088752473
"sim_500_10_0_1_10_data.csv",500,10,"Rounded LR",0.00465798377990723,NA,9,"1_2_3_4_5_7_8_9_10",0.819582019810853,0.836662665066026,0.172728807136946,0.165743703184697,4,10
"sim_500_10_0_1_11_data.csv",500,10,"AnnealScore",0.907741069793701,0,9,"1_2_3_4_5_6_7_9_10",0.832331730769231,0.820586866888065,0.166876412208643,0.17270838412727,5,9
"sim_500_10_0_1_11_data.csv",500,10,"riskcd",0.032628059387207,0,9,"1_2_3_4_5_6_7_9_10",0.831225961538462,0.81850122731867,0.167558965706706,0.173908275692133,5,9
"sim_500_10_0_1_11_data.csv",500,10,"FasterRisk",17.9325039386749,NA,9,"1_2_3_4_5_6_7_9_10",0.832692307692308,0.820282042643307,0.166979902967344,0.172951676102022,5.5,10
"sim_500_10_0_1_11_data.csv",500,10,"Lasso",0.0901961326599121,0.00672557707538599,7,"1_2_3_5_6_9_10",0.832483974358974,0.822921178867658,0.167194256534454,0.172080191350069,0.523088920992736,1.10110815201097
"sim_500_10_0_1_11_data.csv",500,10,"Rounded Lasso",0.0959880352020264,0.00672557707538599,7,"1_2_3_5_6_9_10",0.831642628205128,0.82108421170846,0.168141671284274,0.173725899029719,5,10
"sim_500_10_0_1_11_data.csv",500,10,"LR",0.00210118293762207,NA,10,"1_2_3_4_5_6_7_8_9_10",0.83193108974359,0.821549469766249,0.166816284307315,0.17240759828251,1.0735761731562,1.96374498102913
"sim_500_10_0_1_11_data.csv",500,10,"Rounded LR",0.00524115562438965,NA,9,"1_2_3_4_5_6_7_9_10",0.8321875,0.822752723363976,0.16687794255648,0.171693385070458,5.5,10
"sim_500_10_0_1_12_data.csv",500,10,"AnnealScore",0.894556045532227,0,10,"1_2_3_4_5_6_7_8_9_10",0.838157410518568,0.816303284080153,0.163966328667763,0.176143600815308,4.5,10
"sim_500_10_0_1_12_data.csv",500,10,"riskcd",0.0327489376068115,0,10,"1_2_3_4_5_6_7_8_9_10",0.837837405398487,0.812990325841074,0.164372708326919,0.177257678112317,4,9
"sim_500_10_0_1_12_data.csv",500,10,"FasterRisk",17.9278590679169,NA,10,"1_2_3_4_5_6_7_8_9_10",0.838181410902574,0.81513211724503,0.16388189002727,0.176657521335575,4.5,10
"sim_500_10_0_1_12_data.csv",500,10,"Lasso",0.0838677883148193,0.00292180868413319,9,"1_2_3_4_6_7_8_9_10",0.838517416278661,0.81460268566203,0.163776751826788,0.176421811036768,0.418246773442949,1.28942839241666
"sim_500_10_0_1_12_data.csv",500,10,"Rounded Lasso",0.105755805969238,0.00292180868413319,8,"1_2_3_4_6_7_8_10",0.831621305940895,0.808209398212767,0.167331924980422,0.180106558458567,3,10
"sim_500_10_0_1_12_data.csv",500,10,"LR",0.00180411338806152,NA,10,"1_2_3_4_5_6_7_8_9_10",0.838613417814685,0.815324637820667,0.163723653958806,0.17680838184115,0.896463362301642,1.95966987074314
"sim_500_10_0_1_12_data.csv",500,10,"Rounded LR",0.00472712516784668,NA,10,"1_2_3_4_5_6_7_8_9_10",0.83812541000656,0.816303284080153,0.164108672390381,0.176007573745073,4.5,10
"sim_500_10_0_1_13_data.csv",500,10,"AnnealScore",0.813271999359131,0,10,"1_2_3_4_5_6_7_8_9_10",0.835296474358974,0.838538654328128,0.164155502282277,0.164964688226452,5,10
"sim_500_10_0_1_13_data.csv",500,10,"riskcd",0.0397031307220459,0,9,"1_2_3_4_5_6_7_8_9",0.833349358974359,0.835068440331598,0.1645074398804,0.165867079822472,5,10
"sim_500_10_0_1_13_data.csv",500,10,"FasterRisk",0.274945020675659,NA,9,"1_2_3_4_5_6_7_8_9",0.836482371794872,0.840892294839663,0.16416806226352,0.163816747032982,5,10
"sim_500_10_0_1_13_data.csv",500,10,"Lasso",0.0471680164337158,0.00301868567269234,9,"1_2_3_4_5_6_7_8_9",0.835865384615385,0.840980656770131,0.16413428943366,0.163717720946868,0.625114486799967,1.17469210018607
"sim_500_10_0_1_13_data.csv",500,10,"Rounded Lasso",0.0518250465393066,0.00301868567269234,9,"1_2_3_4_5_6_7_8_9",0.832908653846154,0.841824111560954,0.16559434623944,0.163508768784358,5.5,10
"sim_500_10_0_1_13_data.csv",500,10,"LR",0.00175786018371582,NA,10,"1_2_3_4_5_6_7_8_9_10",0.836217948717949,0.840836064520275,0.163944463891464,0.164039917763973,1.17866528751468,2.25458257411916
"sim_500_10_0_1_13_data.csv",500,10,"Rounded LR",0.00460290908813477,NA,10,"1_2_3_4_5_6_7_8_9_10",0.835296474358974,0.838538654328128,0.164155502282277,0.164964688226451,5,10
"sim_500_10_0_1_14_data.csv",500,10,"AnnealScore",0.787925004959106,0,9,"1_2_3_4_5_6_7_9_10",0.840074384007438,0.838694705844696,0.163569237898361,0.164794134657017,5.5,10
"sim_500_10_0_1_14_data.csv",500,10,"riskcd",0.0345242023468018,0,8,"1_2_3_4_5_7_9_10",0.838094551050834,0.836286089238845,0.164515494365043,0.164981067780058,6,9
"sim_500_10_0_1_14_data.csv",500,10,"FasterRisk",0.276144981384277,NA,8,"1_2_3_4_5_7_9_10",0.839513297744433,0.835165802445426,0.163835084123953,0.16638703803154,5.5,10
"sim_500_10_0_1_14_data.csv",500,10,"Lasso",0.0377218723297119,0.00598486410901797,8,"1_2_3_4_5_7_9_10",0.84117250997932,0.838950771397477,0.163450762282391,0.165240849335514,0.490236313504293,1.07076069480369
"sim_500_10_0_1_14_data.csv",500,10,"Rounded Lasso",0.0422649383544922,0.00598486410901797,8,"1_2_3_4_5_7_9_10",0.837565526860001,0.831508866269765,0.165178875129853,0.167674438869641,4.5,10
"sim_500_10_0_1_14_data.csv",500,10,"LR",0.00175213813781738,NA,10,"1_2_3_4_5_6_7_8_9_10",0.841116401353019,0.838750720184367,0.163489155677545,0.164730601373454,1.00910039296645,1.71786092188375
"sim_500_10_0_1_14_data.csv",500,10,"Rounded LR",0.0102870464324951,NA,9,"1_2_3_4_5_6_7_9_10",0.840483175427628,0.839006785737149,0.163758648225838,0.164175511541996,6,10
"sim_500_10_0_1_15_data.csv",500,10,"AnnealScore",0.881227970123291,0,10,"1_2_3_4_5_6_7_8_9_10",0.843623870843744,0.856426040815018,0.16088780981085,0.154591815751564,4.5,9
"sim_500_10_0_1_15_data.csv",500,10,"riskcd",0.0429480075836182,0,10,"1_2_3_4_5_6_7_8_9_10",0.842486706387341,0.856642459802177,0.161775786719659,0.154446087952252,5.5,9
"sim_500_10_0_1_15_data.csv",500,10,"FasterRisk",0.263359069824219,NA,10,"1_2_3_4_5_6_7_8_9_10",0.843479723236594,0.858686416903124,0.161093901190245,0.153477261264118,5,9
