"data","n","p","method","seconds","lambda0","num_nonzeros","which_nonzeros","nll_train","nll_test","auc_train","auc_test","brier_train","brier_test","med_abs","max_abs"
"sim_100_10_0_1_1_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0315330028533936,0.123592237017149,0,"",68.8138813713588,70.6199176257231,0.5,0.5,0.2475,0.256499999976264,0,0
"sim_100_10_0_1_10_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0467779636383057,0.0603252551803173,2,"6_9",64.1175488543726,71.6000419174717,0.654661864745898,0.561199510403917,0.225741490447899,0.259287276036195,0,10
"sim_100_10_0_1_2_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0425059795379639,0.0686239894898771,0,"",69.2947167224478,69.3747273916752,0.5,0.5,0.2499,0.2503,0,0
"sim_100_10_0_1_3_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0414490699768066,0.104760454928384,2,"5_9",64.0053500299611,70.0820816545113,0.652,0.580357142857143,0.224531974601479,0.252501266105879,0,8
"sim_100_10_0_1_4_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0444200038909912,0.0459877478589007,2,"8_9",58.8961588457181,76.9039864280409,0.69825487012987,0.584334935897436,0.204546125054943,0.273033278571725,0,10
"sim_100_10_0_1_5_data.csv",100,10,"NLLCD with CV (lambda_min)",0.042442798614502,0.0534005391200091,2,"5_10",59.3656591779851,65.6462106302449,0.73469387755102,0.676050591595267,0.202968966979892,0.230947662536166,0,10
"sim_100_10_0_1_6_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0309960842132568,0.115706001520573,1,"7",66.312745974078,71.2604042594277,0.575320512820513,0.53,0.236212121212121,0.256423898064414,0,10
"sim_100_10_0_1_7_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0747511386871338,0.0892161557920607,2,"6_10",57.5099147261583,75.473294248891,0.751420454545454,0.520603835169319,0.195374753457138,0.270480721215614,0,10
"sim_100_10_0_1_8_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0794799327850342,0.104768587260003,0,"",69.1346099001739,68.8943212765209,0.5,0.5,0.2491,0.247900000000155,0,0
"sim_100_10_0_1_9_data.csv",100,10,"NLLCD with CV (lambda_min)",0.03155517578125,0.142426327207388,1,"10",64.6122220460619,75.0529065200798,0.608080808080808,0.453080375356997,0.227214741318214,0.275523182486852,0,10
"sim_100_10_0_2_1_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0814371109008789,0.128939034916796,0,"",69.2947167224478,69.2547113878341,0.5,0.5,0.2499,0.2497,0,0
"sim_100_10_0_2_10_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0481390953063965,0.0639281507160672,0,"",69.2947167224478,69.2547113878341,0.5,0.5,0.2499,0.2497,0,0
"sim_100_10_0_2_2_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0765130519866943,0.0236071048875883,4,"3_4_5_7",55.9880630414932,64.5310618230696,0.768830128205128,0.704937775993577,0.191918024464328,0.225378877113579,0,10
"sim_100_10_0_2_3_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0489470958709717,0.000287240220798628,9,"1_2_3_4_5_6_7_8_10",62.961511137628,67.2903869763785,0.70188075230092,0.643518518518518,0.219345046817225,0.239050560139995,4,10
"sim_100_10_0_2_4_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0372340679168701,0.0708019487041268,1,"5",65.7030207339214,72.8592259165567,0.592364532019704,0.51500600240096,0.2328,0.265199999999943,0,10
"sim_100_10_0_2_5_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0323679447174072,0.0458565199922552,3,"1_2_3",65.3973402435519,69.2748785843286,0.637419871794872,0.604871175523349,0.231369281018671,0.246700890856271,0,10
"sim_100_10_0_2_6_data.csv",100,10,"NLLCD with CV (lambda_min)",0.074268102645874,0.0557082747437657,1,"10",65.8945459074133,69.5331311649825,0.611111111111111,0.585858585858586,0.233095238095238,0.250890022675737,0,10
"sim_100_10_0_2_7_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0599861145019531,0.0716192993627296,0,"",69.2947167224478,69.53474873013,0.5,0.5,0.2499,0.2511,0,0
"sim_100_10_0_2_8_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0325479507446289,0.0326338463990064,3,"1_2_3",62.5790435152839,63.4596775321785,0.696915064102564,0.693131313131313,0.217818112414446,0.220930189033423,0,10
"sim_100_10_0_2_9_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0616898536682129,0.122856692685703,1,"2",65.9021945728147,69.2212492635898,0.595008051529791,0.57078743370053,0.233306233062331,0.249561254691129,0,10
"sim_100_10_0_3_1_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0698919296264648,0.00409913175592844,7,"1_2_3_4_5_6_10",60.0137906072146,57.671688437608,0.737980769230769,0.763221153846154,0.207511694194293,0.197555373881759,6,9
"sim_100_10_0_3_10_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0629198551177979,0.0850374914317233,0,"",69.1346099001739,69.7353314593064,0.5,0.5,0.2491,0.252099999999612,0,0
"sim_100_10_0_3_2_data.csv",100,10,"NLLCD with CV (lambda_min)",0.032681941986084,0.0165944255733557,6,"1_3_6_8_9_10",58.3619118049633,75.2665322874002,0.764105642256903,0.584134615384615,0.198038793644504,0.272076482502323,4,10
"sim_100_10_0_3_3_data.csv",100,10,"NLLCD with CV (lambda_min)",0.0321171283721924,0.0382712146965541,2,"2_7",63.5016306690763,69.1786206405318,0.657171717171717,0.618790064102564,0.223836638471896,0.244964776727583,0,10
